"Date","activity"
"2005-11-06",0.8355
"2005-11-13",1.252
"2005-11-20",0.129
"2005-11-27",0.855
"2005-12-04",0.7605
"2005-12-11",0.565
"2005-12-18",-0.561
"2005-12-25",-1.216
"2006-01-01",-0.1455
"2006-01-08",0.175
"2006-01-15",0.1
"2006-01-22",0.06
"2006-01-29",0.1795
"2006-02-05",0.247
"2006-02-12",-0.0445
"2006-02-19",-0.154
"2006-02-26",0.0195
"2006-03-05",-0.118
"2006-03-12",-0.22
"2006-03-19",-0.29
"2006-03-26",-0.348
"2006-04-02",-0.401
"2006-04-09",-0.6365
"2006-04-16",-0.584
"2006-04-23",-0.615
"2006-04-30",-0.5765
"2006-05-07",-0.6295
"2006-05-14",-0.8175
"2006-05-21",-0.9795
"2006-05-28",-0.9155
"2006-06-04",-0.807
"2006-06-11",-1.0555
"2006-06-18",-1.1275
"2006-06-25",-1.2055
"2006-07-02",-1.2705
"2006-07-09",-1.2415
"2006-07-16",-1.2095
"2006-07-23",-1.29
"2006-07-30",-1.2535
"2006-08-06",-1.2895
"2006-08-13",-1.208
"2006-08-20",-1.132
"2006-08-27",-0.9785
"2006-09-03",-0.507
"2006-09-10",-0.1975
"2006-09-17",0.1735
"2006-09-24",0.258
"2006-10-01",0.546
"2006-10-08",0.6765
"2006-10-15",0.834
"2006-10-22",0.8525
"2006-10-29",0.7405
"2006-11-05",0.6515
"2006-11-12",0.6685
"2006-11-19",-0.238
"2006-11-26",0.387
"2006-12-03",0.487
"2006-12-10",0.322
"2006-12-17",-0.5555
"2006-12-24",-1.3245
"2006-12-31",-0.6045
"2007-01-07",-0.2215
"2007-01-14",-0.1705
"2007-01-21",-0.0955
"2007-01-28",-0.021
"2007-02-04",-0.089
"2007-02-11",-0.227
"2007-02-18",-0.2695
"2007-02-25",-0.217
"2007-03-04",-0.303
"2007-03-11",-0.454
"2007-03-18",-0.496
"2007-03-25",-0.613
"2007-04-01",-0.752
"2007-04-08",-0.6435
"2007-04-15",-0.6965
"2007-04-22",-0.545
"2007-04-29",-0.6455
"2007-05-06",-0.7075
"2007-05-13",-0.8545
"2007-05-20",-0.9375
"2007-05-27",-0.8655
"2007-06-03",-0.9
"2007-06-10",-0.903
"2007-06-17",-1.1045
"2007-06-24",-1.1565
"2007-07-01",-1.2455
"2007-07-08",-1.196
"2007-07-15",-1.1765
"2007-07-22",-1.1765
"2007-07-29",-1.261
"2007-08-05",-1.2665
"2007-08-12",-1.226
"2007-08-19",-1.1425
"2007-08-26",-0.904
"2007-09-02",-0.5815
"2007-09-09",-0.0865
"2007-09-16",0.1395
"2007-09-23",0.3355
"2007-09-30",0.507
"2007-10-07",0.768
"2007-10-14",0.786
"2007-10-21",0.9035
"2007-10-28",0.7555
"2007-11-04",0.8855
"2007-11-11",0.8435
"2007-11-18",-0.1835
"2007-11-25",0.5375
"2007-12-02",0.672
"2007-12-09",0.5455
"2007-12-16",-0.2095
"2007-12-23",-1.3975
"2007-12-30",-0.824
"2008-01-06",-0.1595
"2008-01-13",-0.17
"2008-01-20",-0.2075
"2008-01-27",0.0775
"2008-02-03",0.183
"2008-02-10",-0.087
"2008-02-17",-0.181
"2008-02-24",-0.058
"2008-03-02",-0.064
"2008-03-09",-0.2705
"2008-03-16",-0.5045
"2008-03-23",-0.4985
"2008-03-30",-0.3585
"2008-04-06",-0.4395
"2008-04-13",-0.397
"2008-04-20",-0.541
"2008-04-27",-0.511
"2008-05-04",-0.56
"2008-05-11",-0.7455
"2008-05-18",-0.9
"2008-05-25",-0.9225
"2008-06-01",-0.8745
"2008-06-08",-0.8795
"2008-06-15",-1.074
"2008-06-22",-1.108
"2008-06-29",-1.1235
"2008-07-06",-1.1575
"2008-07-13",-1.16
"2008-07-20",-1.186
"2008-07-27",-1.259
"2008-08-03",-1.2405
"2008-08-10",-1.239
"2008-08-17",-1.128
"2008-08-24",-0.935
"2008-08-31",-0.572
"2008-09-07",-0.132
"2008-09-14",0.1385
"2008-09-21",0.457
"2008-09-28",0.508
"2008-10-05",0.6645
"2008-10-12",0.722
"2008-10-19",0.9255
"2008-10-26",0.9095
"2008-11-02",0.818
"2008-11-09",0.8935
"2008-11-16",0.8155
"2008-11-23",-0.205
"2008-11-30",0.756
"2008-12-07",0.681
"2008-12-14",0.087
"2008-12-21",-1.31
"2008-12-28",-1.137
"2009-01-04",-0.0505
"2009-01-11",0.0575
"2009-01-18",0.0145
"2009-01-25",0.1405
"2009-02-01",0.2795
"2009-02-08",0.2755
"2009-02-15",0.1255
"2009-02-22",0.2715
"2009-03-01",0.04
"2009-03-08",0.0565
"2009-03-15",-0.222
"2009-03-22",-0.1385
"2009-03-29",-0.2245
"2009-04-05",-0.497
"2009-04-12",-0.3405
"2009-04-19",-0.322
"2009-04-26",-0.392
"2009-05-03",-0.4285
"2009-05-10",-0.5845
"2009-05-17",-0.745
"2009-05-24",-0.724
"2009-05-31",-0.6735
"2009-06-07",-0.7485
"2009-06-14",-0.884
"2009-06-21",-1.041
"2009-06-28",-1.077
"2009-07-05",-1.126
"2009-07-12",-1.1085
"2009-07-19",-1.124
"2009-07-26",-1.166
"2009-08-02",-1.2065
"2009-08-09",-1.2285
"2009-08-16",-1.142
"2009-08-23",-0.8795
"2009-08-30",-0.5615
"2009-09-06",-0.325
"2009-09-13",0.178
"2009-09-20",0.52
"2009-09-27",0.63
"2009-10-04",1.51
"2009-10-11",1.038
"2009-10-18",1.0975
"2009-10-25",1.212
"2009-11-01",1.0775
"2009-11-08",1.0575
"2009-11-15",1.005
"2009-11-22",-0.0375
"2009-11-29",0.802
"2009-12-06",0.871
"2009-12-13",0.522
"2009-12-20",-1.102
"2009-12-27",-1.2965
"2010-01-03",-0.164
"2010-01-10",0.2575
"2010-01-17",0.072
"2010-01-24",0.2075
"2010-01-31",0.435
"2010-02-07",0.2745
"2010-02-14",0.2535
"2010-02-21",0.369
"2010-02-28",0.351
"2010-03-07",0.1965
"2010-03-14",-0.0945
"2010-03-21",-0.095
"2010-03-28",-0.349
"2010-04-04",-0.242
"2010-04-11",-0.1315
"2010-04-18",-0.1455
"2010-04-25",-0.136
"2010-05-02",-0.262
"2010-05-09",-0.4465
"2010-05-16",-0.631
"2010-05-23",-0.6305
"2010-05-30",-0.708
"2010-06-06",-0.6755
"2010-06-13",-0.8295
"2010-06-20",-1.029
"2010-06-27",-1.042
"2010-07-04",-1.128
"2010-07-11",-1.0505
"2010-07-18",-1.131
"2010-07-25",-1.153
"2010-08-01",-1.186
"2010-08-08",-1.23
"2010-08-15",-1.144
"2010-08-22",-0.968
"2010-08-29",-0.699
"2010-09-05",-0.3635
"2010-09-12",0.0995
"2010-09-19",0.329
"2010-09-26",0.503
"2010-10-03",0.63
"2010-10-10",0.636
"2010-10-17",0.802
"2010-10-24",0.8025
"2010-10-31",0.8085
"2010-11-07",0.7725
"2010-11-14",0.864
"2010-11-21",-0.301
"2010-11-28",0.659
"2010-12-05",0.7395
"2010-12-12",0.4335
"2010-12-19",-0.9725
"2010-12-26",-1.2935
"2011-01-02",-0.125
"2011-01-09",0.15
"2011-01-16",0.121
"2011-01-23",0.354
"2011-01-30",0.313
"2011-02-06",0.5855
"2011-02-13",0.5685
"2011-02-20",0.2835
"2011-02-27",0.5115
"2011-03-06",0.334
"2011-03-13",-0.0195
"2011-03-20",0.0295
"2011-03-27",0.0515
"2011-04-03",0.0155
"2011-04-10",0.034
"2011-04-17",-0.3655
"2011-04-24",-0.17
"2011-05-01",-0.1825
"2011-05-08",-0.389
"2011-05-15",-0.565
"2011-05-22",-0.621
"2011-05-29",-0.709
"2011-06-05",-0.735
"2011-06-12",-0.8475
"2011-06-19",-0.986
"2011-06-26",-1.0805
"2011-07-03",-1.1305
"2011-07-10",-1.0965
"2011-07-17",-1.141
"2011-07-24",-1.171
"2011-07-31",-1.236
"2011-08-07",-1.2695
"2011-08-14",-1.202
"2011-08-21",-1.0215
"2011-08-28",-0.6375
"2011-09-04",-0.3335
"2011-09-11",0.277
"2011-09-18",0.566
"2011-09-25",0.701
"2011-10-02",0.818
"2011-10-09",0.938
"2011-10-16",1.019
"2011-10-23",1.0235
"2011-10-30",1.126
"2011-11-06",0.9845
"2011-11-13",1.092
"2011-11-20",-0.2725
"2011-11-27",0.8765
"2011-12-04",1.0575
"2011-12-11",0.8275
"2011-12-18",-0.661
"2011-12-25",-1.33
"2012-01-01",-0.347
"2012-01-08",0.3255
"2012-01-15",0.1755
"2012-01-22",0.438
"2012-01-29",0.699
"2012-02-05",0.627
"2012-02-12",0.5195
"2012-02-19",0.229
"2012-02-26",0.504
"2012-03-04",0.314
"2012-03-11",-0.012
"2012-03-18",0.0375
"2012-03-25",0.0025
"2012-04-01",-0.2805
"2012-04-08",-0.1835
"2012-04-15",-0.088
"2012-04-22",-0.1105
"2012-04-29",-0.1685
"2012-05-06",-0.254
"2012-05-13",-0.522
"2012-05-20",-0.644
"2012-05-27",-0.7885
"2012-06-03",-0.7285
"2012-06-10",-0.873
"2012-06-17",-1.0145
"2012-06-24",-1.0765
"2012-07-01",-1.1895
"2012-07-08",-1.1005
"2012-07-15",-1.142
"2012-07-22",-1.1895
"2012-07-29",-1.2205
"2012-08-05",-1.2825
"2012-08-12",-1.255
"2012-08-19",-1.0705
"2012-08-26",-0.7555
"2012-09-02",-0.363
"2012-09-09",0.251
"2012-09-16",0.5325
"2012-09-23",0.7785
"2012-09-30",0.9065
"2012-10-07",0.9955
"2012-10-14",1.0845
"2012-10-21",1.211
"2012-10-28",0.9995
"2012-11-04",1.073
"2012-11-11",1.1955
"2012-11-18",-0.1185
"2012-11-25",1.06
"2012-12-02",1.237
"2012-12-09",1.2025
"2012-12-16",0.223
"2012-12-23",-1.411
"2012-12-30",-0.849
"2013-01-06",0.3685
"2013-01-13",0.762
"2013-01-20",0.3565
"2013-01-27",0.73
"2013-02-03",0.8605
"2013-02-10",0.706
"2013-02-17",0.4435
"2013-02-24",0.689
"2013-03-03",0.5135
"2013-03-10",0.213
"2013-03-17",0.2415
"2013-03-24",-0.2025
"2013-03-31",-0.091
"2013-04-07",0.1955
"2013-04-14",0.0145
"2013-04-21",0.0985
"2013-04-28",0.034
"2013-05-05",-0.0505
"2013-05-12",-0.331
"2013-05-19",-0.5425
"2013-05-26",-0.69
"2013-06-02",-0.652
"2013-06-09",-0.809
"2013-06-16",-1.0175
"2013-06-23",-1.1075
"2013-06-30",-1.2
"2013-07-07",-1.115
"2013-07-14",-1.134
"2013-07-21",-1.1715
"2013-07-28",-1.2165
"2013-08-04",-1.2835
"2013-08-11",-1.251
"2013-08-18",-1.118
"2013-08-25",-0.83
"2013-09-01",-0.4305
"2013-09-08",0.135
"2013-09-15",0.6405
"2013-09-22",0.934
"2013-09-29",1.1625
"2013-10-06",1.282
"2013-10-13",1.1925
"2013-10-20",1.521
"2013-10-27",1.5705
"2013-11-03",1.676
"2013-11-10",1.5155
"2013-11-17",1.6205
"2013-11-24",-0.1675
"2013-12-01",1.2885
"2013-12-08",1.532
"2013-12-15",0.7505
"2013-12-22",-1.422
"2013-12-29",-1.17
"2014-01-05",0.2035
"2014-01-12",0.961
"2014-01-19",0.549
"2014-01-26",0.775
"2014-02-02",0.8715
"2014-02-09",0.862
"2014-02-16",0.7625
"2014-02-23",1.1005
"2014-03-02",0.842
"2014-03-09",0.6375
"2014-03-16",0.482
"2014-03-23",0.343
"2014-03-30",0.3805
"2014-04-06",0.3915
"2014-04-13",-0.03
"2014-04-20",0.188
"2014-04-27",0.322
"2014-05-04",0.1105
"2014-05-11",-0.19
"2014-05-18",-0.361
"2014-05-25",-0.577
"2014-06-01",-0.5425
"2014-06-08",-0.725
"2014-06-15",-0.9325
"2014-06-22",-1.075
"2014-06-29",-1.125
"2014-07-06",-1.0945
"2014-07-13",-1.0995
"2014-07-20",-1.1545
"2014-07-27",-1.24
"2014-08-03",-1.2565
"2014-08-10",-1.26
"2014-08-17",-1.1035
"2014-08-24",-0.751
"2014-08-31",-0.2955
"2014-09-07",0.448
"2014-09-14",0.9455
"2014-09-21",1.1965
"2014-09-28",1.4335
"2014-10-05",1.512
"2014-10-12",1.5175
"2014-10-19",1.8775
"2014-10-26",1.9245
"2014-11-02",1.9435
"2014-11-09",1.9125
"2014-11-16",1.916
"2014-11-23",-0.014
"2014-11-30",1.746
"2014-12-07",2.038
"2014-12-14",1.17
"2014-12-21",-1.2505
"2014-12-28",-1.2615
"2015-01-04",0.5875
"2015-01-11",1.258
"2015-01-18",0.9425
"2015-01-25",1.334
"2015-02-01",1.3485
"2015-02-08",1.358
"2015-02-15",0.6415
"2015-02-22",1.1885
"2015-03-01",1.0905
"2015-03-08",0.9825
