"Date","activity"
"2007-07-15",-0.261
"2007-07-22",-0.4405
"2007-07-29",-0.446
"2007-08-05",-0.3495
"2007-08-12",-0.3325
"2007-08-19",-5e-04
"2007-08-26",0.3695
"2007-09-02",0.7795
"2007-09-09",0.9165
"2007-09-16",0.7645
"2007-09-23",0.581
"2007-09-30",0.5445
"2007-10-07",0.5105
"2007-10-14",0.4925
"2007-10-21",0.5235
"2007-10-28",0.4185
"2007-11-04",0.534
"2007-11-11",0.5735
"2007-11-18",-0.086
"2007-11-25",0.702
"2007-12-02",0.6085
"2007-12-09",0.245
"2007-12-16",-0.411
"2007-12-23",-1.0085
"2007-12-30",-0.513
"2008-01-06",0.233
"2008-01-13",0.2165
"2008-01-20",0.0975
"2008-01-27",0.3935
"2008-02-03",0.3475
"2008-02-10",0.2965
"2008-02-17",0.28
"2008-02-24",0.3335
"2008-03-02",0.3395
"2008-03-09",0.278
"2008-03-16",0.0695
"2008-03-23",0.0685
"2008-03-30",0.2735
"2008-04-06",0.305
"2008-04-13",0.4755
"2008-04-20",0.4635
"2008-04-27",0.3165
"2008-05-04",0.151
"2008-05-11",0.035
"2008-05-18",-0.222
"2008-05-25",-0.334
"2008-06-01",-0.354
"2008-06-08",-0.5185
"2008-06-15",-0.608
"2008-06-22",-0.638
"2008-06-29",-0.7405
"2008-07-06",-0.613
"2008-07-13",-0.6645
"2008-07-20",-0.643
"2008-07-27",-0.692
"2008-08-03",-0.741
"2008-08-10",-0.5985
"2008-08-17",-0.07
"2008-08-24",0.099
"2008-08-31",0.3385
"2008-09-07",0.694
"2008-09-14",0.409
"2008-09-21",0.379
"2008-09-28",0.105
"2008-10-05",0.173
"2008-10-12",0.1055
"2008-10-19",0.165
"2008-10-26",0.27
"2008-11-02",0.268
"2008-11-09",0.296
"2008-11-16",0.4085
"2008-11-23",-0.242
"2008-11-30",0.4805
"2008-12-07",0.2925
"2008-12-14",-0.347
"2008-12-21",-1.1415
"2008-12-28",-0.8855
"2009-01-04",-0.014
"2009-01-11",-0.0175
"2009-01-18",-0.016
"2009-01-25",0.068
"2009-02-01",0.262
"2009-02-08",0.182
"2009-02-15",0.1205
"2009-02-22",0.275
"2009-03-01",0.192
"2009-03-08",0.1695
"2009-03-15",0.04
"2009-03-22",0.173
"2009-03-29",0.2415
"2009-04-05",0.075
"2009-04-12",0.2675
"2009-04-19",0.397
"2009-04-26",0.376
"2009-05-03",0.236
"2009-05-10",0.0955
"2009-05-17",-0.0705
"2009-05-24",-0.184
"2009-05-31",-0.174
"2009-06-07",-0.3665
"2009-06-14",-0.576
"2009-06-21",-0.6885
"2009-06-28",-0.757
"2009-07-05",-0.59
"2009-07-12",-0.5455
"2009-07-19",-0.5185
"2009-07-26",-0.6335
"2009-08-02",-0.5175
"2009-08-09",-0.455
"2009-08-16",-0.3135
"2009-08-23",0.063
"2009-08-30",0.2875
"2009-09-06",0.4645
"2009-09-13",0.6955
"2009-09-20",0.6085
"2009-09-27",0.3925
"2009-10-04",0.277
"2009-10-11",0.3245
"2009-10-18",0.302
"2009-10-25",0.2925
"2009-11-01",0.4805
"2009-11-08",0.377
"2009-11-15",0.597
"2009-11-22",-0.1695
"2009-11-29",0.622
"2009-12-06",0.3715
"2009-12-13",-0.0695
"2009-12-20",-1.0725
"2009-12-27",-0.941
"2010-01-03",-0.1585
"2010-01-10",0.0765
"2010-01-17",0.036
"2010-01-24",0.2445
"2010-01-31",0.147
"2010-02-07",0.01
"2010-02-14",0.0825
"2010-02-21",0.2435
"2010-02-28",0.286
"2010-03-07",0.193
"2010-03-14",0.1275
"2010-03-21",0.2
"2010-03-28",0.083
"2010-04-04",0.2345
"2010-04-11",0.3575
"2010-04-18",0.393
"2010-04-25",0.452
"2010-05-02",0.3185
"2010-05-09",0.1445
"2010-05-16",-0.031
"2010-05-23",-0.2355
"2010-05-30",-0.4125
"2010-06-06",-0.4325
"2010-06-13",-0.563
"2010-06-20",-0.6305
"2010-06-27",-0.731
"2010-07-04",-0.849
"2010-07-11",-0.785
"2010-07-18",-0.7495
"2010-07-25",-0.8095
"2010-08-01",-0.8505
"2010-08-08",-0.808
"2010-08-15",-0.719
"2010-08-22",-0.4455
"2010-08-29",-0.1855
"2010-09-05",-0.2535
"2010-09-12",0.025
"2010-09-19",-0.0725
"2010-09-26",-0.0925
"2010-10-03",-0.1585
"2010-10-10",-0.2335
"2010-10-17",-0.13
"2010-10-24",-0.1375
"2010-10-31",-0.127
"2010-11-07",-0.136
"2010-11-14",0.002
"2010-11-21",-0.6395
"2010-11-28",0.0375
"2010-12-05",-0.06
"2010-12-12",-0.466
"2010-12-19",-1.194
"2010-12-26",-1.275
"2011-01-02",-0.433
"2011-01-09",-0.3155
"2011-01-16",-0.253
"2011-01-23",-0.192
"2011-01-30",-0.1495
"2011-02-06",-0.107
"2011-02-13",-0.182
"2011-02-20",-0.2935
"2011-02-27",-0.2115
"2011-03-06",-0.2335
"2011-03-13",-0.3465
"2011-03-20",-0.2135
"2011-03-27",-0.1695
"2011-04-03",-0.1575
"2011-04-10",-0.106
"2011-04-17",-0.2565
"2011-04-24",-0.15
"2011-05-01",-0.208
"2011-05-08",-0.228
"2011-05-15",-0.4005
"2011-05-22",-0.5115
"2011-05-29",-0.6435
"2011-06-05",-0.722
"2011-06-12",-0.8265
"2011-06-19",-0.861
"2011-06-26",-0.8845
"2011-07-03",-0.947
"2011-07-10",-0.879
"2011-07-17",-0.8645
"2011-07-24",-0.8925
"2011-07-31",-0.8645
"2011-08-07",-0.912
"2011-08-14",-0.77
"2011-08-21",-0.451
"2011-08-28",-0.1985
"2011-09-04",-0.2115
"2011-09-11",-0.0275
"2011-09-18",-0.0555
"2011-09-25",-0.1495
"2011-10-02",-0.1845
"2011-10-09",-0.2815
"2011-10-16",-0.2875
"2011-10-23",-0.242
"2011-10-30",-0.232
"2011-11-06",-0.26
"2011-11-13",-0.1985
"2011-11-20",-0.779
"2011-11-27",-0.1315
"2011-12-04",-0.1625
"2011-12-11",-0.498
"2011-12-18",-1.13
"2011-12-25",-1.3325
"2012-01-01",-0.8
"2012-01-08",-0.4765
"2012-01-15",-0.508
"2012-01-22",-0.3065
"2012-01-29",-0.2735
"2012-02-05",-0.294
"2012-02-12",-0.4045
"2012-02-19",-0.4495
"2012-02-26",-0.274
"2012-03-04",-0.457
"2012-03-11",-0.512
"2012-03-18",-0.431
"2012-03-25",-0.3895
"2012-04-01",-0.4785
"2012-04-08",-0.4015
"2012-04-15",-0.235
"2012-04-22",-0.245
"2012-04-29",-0.2795
"2012-05-06",-0.401
"2012-05-13",-0.533
"2012-05-20",-0.683
"2012-05-27",-0.829
"2012-06-03",-0.843
"2012-06-10",-0.9295
"2012-06-17",-1
"2012-06-24",-1.015
"2012-07-01",-1.139
"2012-07-08",-1.007
"2012-07-15",-0.9915
"2012-07-22",-1.0175
"2012-07-29",-1.0855
"2012-08-05",-1.079
"2012-08-12",-0.9225
"2012-08-19",-0.6525
"2012-08-26",-0.399
"2012-09-02",-0.28
"2012-09-09",-0.0725
"2012-09-16",-0.223
"2012-09-23",-0.333
"2012-09-30",-0.399
"2012-10-07",-0.5305
"2012-10-14",-0.4835
"2012-10-21",-0.437
"2012-10-28",-0.593
"2012-11-04",-0.492
"2012-11-11",-0.49
"2012-11-18",-0.9615
"2012-11-25",-0.3925
"2012-12-02",-0.3735
"2012-12-09",-0.4175
"2012-12-16",-0.82
"2012-12-23",-1.437
"2012-12-30",-1.1985
"2013-01-06",-0.563
"2013-01-13",-0.504
"2013-01-20",-0.5875
"2013-01-27",-0.3995
"2013-02-03",-0.4845
"2013-02-10",-0.566
"2013-02-17",-0.6105
"2013-02-24",-0.5145
"2013-03-03",-0.5595
"2013-03-10",-0.6545
"2013-03-17",-0.5435
"2013-03-24",-0.699
"2013-03-31",-0.5735
"2013-04-07",-0.438
"2013-04-14",-0.4775
"2013-04-21",-0.3785
"2013-04-28",-0.399
"2013-05-05",-0.489
"2013-05-12",-0.6355
"2013-05-19",-0.8085
"2013-05-26",-0.9445
"2013-06-02",-0.976
"2013-06-09",-1.096
"2013-06-16",-1.08
"2013-06-23",-1.124
"2013-06-30",-1.2315
"2013-07-07",-1.134
"2013-07-14",-1.072
"2013-07-21",-1.096
"2013-07-28",-1.151
"2013-08-04",-1.083
"2013-08-11",-1.0305
"2013-08-18",-0.7235
"2013-08-25",-0.392
"2013-09-01",-0.3625
"2013-09-08",-0.1905
"2013-09-15",-0.2975
"2013-09-22",-0.384
"2013-09-29",-0.504
"2013-10-06",-0.5035
"2013-10-13",-0.559
"2013-10-20",-0.4945
"2013-10-27",-0.466
"2013-11-03",-0.444
"2013-11-10",-0.421
"2013-11-17",-0.421
"2013-11-24",-1.0125
"2013-12-01",-0.4635
"2013-12-08",-0.5705
"2013-12-15",-0.895
"2013-12-22",-1.5615
"2013-12-29",-1.3705
"2014-01-05",-0.794
"2014-01-12",-0.568
"2014-01-19",-0.6805
"2014-01-26",-0.5625
"2014-02-02",-0.576
"2014-02-09",-0.6555
"2014-02-16",-0.6665
"2014-02-23",-0.5495
"2014-03-02",-0.6425
"2014-03-09",-0.652
"2014-03-16",-0.607
"2014-03-23",-0.5905
"2014-03-30",-0.5485
"2014-04-06",-0.525
"2014-04-13",-0.671
"2014-04-20",-0.515
"2014-04-27",-0.495
"2014-05-04",-0.5545
"2014-05-11",-0.744
"2014-05-18",-0.826
"2014-05-25",-0.9425
"2014-06-01",-0.9815
"2014-06-08",-1.0795
"2014-06-15",-1.1665
"2014-06-22",-1.177
"2014-06-29",-1.276
"2014-07-06",-1.1475
"2014-07-13",-1.1725
"2014-07-20",-1.187
"2014-07-27",-1.182
"2014-08-03",-1.174
"2014-08-10",-1.034
"2014-08-17",-0.7785
"2014-08-24",-0.389
"2014-08-31",-0.3015
"2014-09-07",-0.173
"2014-09-14",-0.311
"2014-09-21",-0.4375
"2014-09-28",-0.4765
"2014-10-05",-0.532
"2014-10-12",-0.625
"2014-10-19",-0.5415
"2014-10-26",-0.58
"2014-11-02",-0.539
"2014-11-09",-0.581
"2014-11-16",-0.5145
"2014-11-23",-0.9765
"2014-11-30",-0.4125
"2014-12-07",-0.5035
"2014-12-14",-0.876
"2014-12-21",-1.5475
"2014-12-28",-1.4525
"2015-01-04",-0.839
"2015-01-11",-0.628
"2015-01-18",-0.6875
"2015-01-25",-0.535
"2015-02-01",-0.6
"2015-02-08",-0.643
"2015-02-15",-0.787
"2015-02-22",-0.658
"2015-03-01",-0.6165
"2015-03-08",-0.648
